,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,NE,SEA,MIA,ATL,IND,CHI,DEN,NYG,JAX,CAR,BAL,NYJ,PIT,CIN,LAC,KC,PHI
1,NE,CIN,SEA,LAR,CAR,LAC,DEN,NYG,JAX,IND,BAL,NYJ,PIT,CHI,GB,KC,PHI
2,NE,BAL,MIA,LAR,CAR,DEN,NYJ,NYG,JAX,SEA,KC,IND,PIT,CIN,GB,CHI,LAC
3,NE,SEA,MIA,LAR,MIN,CHI,DEN,NYG,JAX,CAR,BAL,NYJ,PIT,CIN,GB,KC,IND
4,PIT,SEA,MIA,KC,MIN,LAC,DEN,NYG,JAX,IND,BAL,NYJ,NE,CIN,GB,CHI,PHI
5,PIT,IND,SEA,LAR,NE,LAC,NYJ,NYG,JAX,CAR,BAL,MIN,CHI,CIN,GB,KC,PHI
6,NE,CHI,SEA,LAR,IND,DAL,DEN,LAC,NYG,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
7,NE,SEA,MIA,LAR,IND,DEN,NYJ,CHI,NYG,CAR,KC,DAL,PIT,CIN,GB,LAC,BAL
8,NE,IND,MIA,LAR,CAR,CHI,DEN,NYG,LAC,SEA,BAL,MIN,PIT,CIN,GB,KC,PHI
9,NE,BAL,MIA,ATL,MIN,CHI,IND,LAC,SEA,DEN,CAR,DAL,PIT,CIN,GB,KC,PHI
10,PIT,CHI,MIA,ATL,MIN,DAL,IND,LAC,JAX,SEA,CAR,NYJ,NE,CIN,GB,KC,BAL
11,PIT,CHI,SEA,ATL,IND,LAC,NYJ,NYG,JAX,DEN,CAR,DAL,NE,CIN,GB,KC,BAL
12,PIT,BAL,MIA,LAR,NE,DAL,DEN,LAC,JAX,IND,CAR,SEA,CHI,CIN,GB,KC,NYJ
13,NE,SEA,MIA,LAR,MIN,CHI,NYJ,LAC,NYG,IND,CAR,DAL,PIT,CIN,BAL,KC,PHI
14,NE,CHI,SEA,LAR,CAR,DAL,IND,LAC,JAX,DEN,BAL,MIN,PIT,CIN,GB,KC,PHI
