,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,NE,LAC,SEA,LAR,CHI,DEN,IND,NYG,JAX,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
1,NE,IND,MIA,LAR,CAR,CHI,NYJ,NYG,JAX,SEA,BAL,DAL,PIT,CIN,GB,KC,PHI
2,NE,SEA,MIA,LAR,CAR,DAL,NYJ,LAC,NYG,DEN,BAL,MIN,CHI,CIN,GB,KC,PHI
3,PIT,SEA,MIA,LAR,CHI,DEN,IND,NYG,LAC,CAR,BAL,DAL,NE,CIN,GB,KC,NYJ
4,NE,CHI,MIA,ATL,IND,DAL,DEN,LAC,SEA,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
5,PIT,IND,SEA,LAR,CHI,LAC,DEN,NYG,JAX,CAR,BAL,DAL,NE,CIN,GB,KC,NYJ
6,PIT,SEA,MIA,LAR,IND,DEN,NYJ,LAC,NYG,CAR,BAL,MIN,CHI,CIN,GB,KC,PHI
7,NE,LAC,SEA,KC,CAR,DEN,NYJ,NYG,JAX,IND,BAL,DAL,PIT,CIN,GB,CHI,PHI
8,NE,SEA,MIA,LAR,CAR,LAC,NYJ,CHI,JAX,IND,BAL,MIN,PIT,CIN,GB,KC,PHI
9,NE,CHI,SEA,ATL,IND,LAC,DEN,NYG,JAX,CAR,BAL,MIN,PIT,CIN,GB,KC,PHI
10,NE,CHI,MIA,LAR,MIN,LAC,DEN,NYG,JAX,IND,CAR,NYJ,PIT,CIN,BAL,KC,PHI
11,NE,IND,SEA,LAR,CAR,DAL,NYJ,CHI,LAC,DEN,BAL,MIN,PIT,CIN,GB,KC,PHI
12,PIT,SEA,MIA,LAR,IND,DAL,NYJ,LAC,JAX,DEN,BAL,MIN,NE,CIN,CHI,KC,PHI
13,NE,CHI,SEA,LAR,IND,DEN,NYJ,NYG,LAC,CAR,BAL,DAL,PIT,CIN,GB,KC,PHI
14,NE,CHI,MIA,ATL,IND,LAC,DEN,NYG,SEA,CAR,BAL,MIN,PIT,CIN,GB,KC,NYJ
15,NE,CHI,SEA,LAR,IND,DEN,NYJ,LAC,JAX,CAR,BAL,DAL,PIT,CIN,GB,KC,PHI
16,PIT,IND,MIA,LAR,CAR,DAL,DEN,CHI,LAC,SEA,BAL,MIN,NE,CIN,GB,KC,NYJ
17,NE,SEA,MIA,ATL,CAR,CHI,NYJ,LAC,JAX,DEN,BAL,IND,PIT,CIN,GB,KC,PHI
18,NE,IND,MIA,ATL,CAR,DAL,DEN,CHI,JAX,SEA,KC,NYJ,PIT,CIN,BAL,LAC,PHI
19,PIT,LAC,MIA,LAR,NE,DEN,NYJ,NYG,SEA,CAR,BAL,DAL,CHI,CIN,GB,KC,PHI
20,PIT,CHI,SEA,LAR,IND,DEN,NYJ,LAC,JAX,CAR,BAL,MIN,NE,CIN,GB,KC,PHI
21,NE,SEA,MIA,LAR,CAR,CHI,DEN,NYG,LAC,IND,BAL,MIN,PIT,CIN,GB,KC,NYJ
22,NE,SEA,MIA,LAR,CHI,LAC,DEN,NYG,JAX,IND,CAR,DAL,PIT,CIN,GB,KC,NYJ
23,NE,SEA,MIA,ATL,IND,CHI,DEN,LAC,JAX,CAR,BAL,DAL,PIT,CIN,GB,KC,NYJ
24,NE,LAC,MIA,LAR,CAR,CHI,DEN,NYG,JAX,SEA,BAL,IND,PIT,CIN,GB,KC,NYJ
25,NE,IND,MIA,KC,MIN,DEN,NYJ,NYG,JAX,SEA,BAL,LAC,PIT,CIN,GB,CHI,PHI
26,NE,SEA,MIA,KC,CAR,DAL,NYJ,LAC,JAX,IND,BAL,MIN,PIT,CIN,GB,CHI,PHI
27,PIT,IND,MIA,ATL,NE,DEN,NYJ,NYG,SEA,CAR,BAL,LAC,CHI,CIN,GB,KC,PHI
28,PIT,IND,MIA,LAR,CHI,DEN,NYJ,LAC,NYG,CAR,BAL,SEA,NE,CIN,GB,KC,PHI
29,NE,LAC,SEA,ATL,CHI,DAL,IND,NYG,JAX,DEN,CAR,NYJ,PIT,CIN,BAL,KC,PHI
30,NE,IND,SEA,KC,MIN,DAL,DEN,NYG,JAX,CAR,BAL,LAC,PIT,CIN,GB,CHI,PHI
31,NE,LAC,MIA,LAR,IND,DEN,NYJ,NYG,JAX,SEA,CAR,MIN,CHI,CIN,GB,KC,BAL
32,PIT,SEA,MIA,ATL,CAR,LAC,DEN,NYG,JAX,IND,BAL,DAL,CHI,CIN,NE,KC,NYJ
33,PIT,CHI,MIA,ATL,CAR,LAC,IND,NYG,SEA,DEN,BAL,DAL,NE,CIN,GB,KC,PHI
34,NE,CIN,SEA,ATL,CAR,DAL,IND,LAC,NYG,DEN,BAL,MIN,PIT,CHI,GB,KC,PHI
35,PIT,LAC,MIA,ATL,MIN,CHI,NYJ,NYG,SEA,CAR,BAL,IND,NE,CIN,GB,KC,PHI
36,NE,SEA,MIA,ATL,MIN,DEN,IND,LAC,JAX,CAR,BAL,NYJ,CHI,PIT,GB,KC,PHI
37,NE,IND,MIA,LAR,CAR,CHI,DEN,LAC,JAX,SEA,BAL,DAL,PIT,CIN,GB,KC,NYJ
38,PIT,CHI,SEA,ATL,MIN,LAC,DEN,NYG,JAX,CAR,BAL,NYJ,NE,CIN,GB,KC,IND
39,NE,IND,MIA,ATL,CHI,DAL,DEN,LAC,NYG,SEA,BAL,NYJ,PIT,CIN,GB,KC,PHI
