,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,PIT,LAC,MIA,ATL,IND,DAL,NYJ,CHI,SEA,CAR,BAL,MIN,NE,CIN,GB,KC,PHI
1,PIT,LAC,SEA,LAR,CAR,CHI,IND,NYG,JAX,DEN,BAL,DAL,NE,CIN,GB,KC,NYJ
2,PIT,LAC,MIA,LAR,MIN,CHI,IND,NYG,JAX,SEA,BAL,NYJ,NE,CIN,GB,KC,PHI
3,NE,LAC,MIA,LAR,IND,DEN,NYJ,NYG,JAX,CAR,BAL,MIN,PIT,CIN,GB,KC,PHI
4,PIT,LAC,SEA,ATL,CHI,DAL,DEN,NYG,JAX,CAR,BAL,MIN,NE,CIN,GB,KC,PHI
5,NE,IND,MIA,ATL,CAR,DAL,DEN,LAC,NYG,SEA,BAL,NYJ,PIT,CHI,GB,KC,PHI
6,NE,CIN,SEA,LAR,MIN,LAC,IND,NYG,JAX,DEN,BAL,DAL,CHI,PIT,GB,KC,PHI
7,PIT,LAC,MIA,ATL,IND,DAL,DEN,CHI,NYG,CAR,BAL,SEA,NE,CIN,GB,KC,PHI
8,PIT,BAL,SEA,LAR,CAR,DAL,NYJ,NYG,JAX,DEN,KC,MIN,CHI,CIN,NE,LAC,IND
9,NE,LAC,SEA,LAR,CHI,DAL,NYJ,NYG,JAX,DEN,CAR,MIN,PIT,CIN,GB,KC,IND
10,NE,SEA,MIA,ATL,CAR,DAL,NYJ,NYG,LAC,DEN,BAL,IND,PIT,CHI,GB,KC,PHI
11,PIT,SEA,MIA,LAR,NE,DEN,NYJ,LAC,JAX,CAR,BAL,IND,CHI,CIN,GB,KC,PHI
12,NE,LAC,SEA,ATL,CHI,DAL,NYJ,NYG,JAX,CAR,BAL,MIN,PIT,CIN,GB,KC,PHI
13,PIT,BAL,SEA,KC,MIN,DAL,NYJ,NYG,LAC,DEN,CAR,IND,NE,CIN,GB,CHI,PHI
14,PIT,SEA,MIA,ATL,MIN,LAC,IND,CHI,NYG,CAR,BAL,DAL,NE,CIN,GB,KC,PHI
15,PIT,LAC,MIA,ATL,IND,CHI,DEN,NYG,JAX,SEA,BAL,NYJ,NE,CIN,GB,KC,PHI
16,NE,SEA,MIA,LAR,IND,LAC,NYJ,CHI,NYG,CAR,BAL,MIN,PIT,CIN,GB,KC,PHI
17,NE,IND,SEA,ATL,CAR,LAC,NYJ,NYG,JAX,DEN,BAL,DAL,CHI,PIT,GB,KC,PHI
18,PIT,BAL,SEA,KC,NE,DAL,IND,NYG,JAX,DEN,CAR,MIN,CHI,CIN,GB,LAC,PHI
19,PIT,BAL,MIA,ATL,NE,DAL,IND,NYG,SEA,DEN,KC,MIN,CHI,CIN,GB,LAC,NYJ
20,NE,SEA,MIA,KC,MIN,DEN,NYJ,NYG,JAX,CAR,BAL,DAL,PIT,CIN,LAC,CHI,PHI
21,PIT,IND,MIA,LAR,NE,LAC,NYJ,NYG,SEA,DEN,BAL,MIN,CHI,CIN,GB,KC,PHI
22,NE,CHI,SEA,ATL,MIN,DEN,IND,NYG,LAC,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
23,NE,SEA,MIA,ATL,MIN,LAC,IND,NYG,JAX,DEN,CAR,NYJ,CHI,CIN,GB,KC,PHI
24,NE,CHI,MIA,ATL,IND,DAL,NYJ,LAC,JAX,CAR,BAL,MIN,PIT,CIN,GB,KC,PHI
25,NE,LAC,MIA,LAR,CAR,DAL,IND,CHI,NYG,DEN,BAL,SEA,PIT,CIN,GB,KC,PHI
26,NE,LAC,MIA,ATL,MIN,DEN,IND,CHI,SEA,CAR,BAL,DAL,PIT,CIN,GB,KC,NYJ
27,NE,IND,MIA,ATL,CAR,CHI,DEN,LAC,NYG,SEA,BAL,NYJ,PIT,CIN,GB,KC,PHI
28,NE,CIN,SEA,ATL,MIN,LAC,NYJ,NYG,JAX,DEN,BAL,DAL,CHI,PIT,GB,KC,IND
29,NE,CHI,MIA,LAR,MIN,LAC,NYJ,NYG,SEA,DEN,CAR,IND,PIT,CIN,GB,KC,BAL
30,PIT,SEA,MIA,ATL,CHI,DEN,NYJ,LAC,NYG,IND,BAL,DAL,NE,CIN,GB,KC,PHI
31,PIT,LAC,SEA,LAR,CAR,DAL,NYJ,NYG,JAX,IND,BAL,MIN,NE,CIN,CHI,KC,PHI
32,NE,IND,SEA,KC,CHI,DEN,NYJ,NYG,JAX,CAR,BAL,MIN,PIT,CIN,GB,LAC,PHI
33,PIT,SEA,MIA,LAR,CHI,DEN,NYJ,NYG,JAX,IND,BAL,LAC,NE,CIN,GB,KC,PHI
34,NE,LAC,MIA,ATL,MIN,DAL,DEN,CHI,SEA,IND,CAR,NYJ,PIT,CIN,BAL,KC,PHI
35,NE,CHI,MIA,LAR,IND,DEN,NYJ,NYG,SEA,CAR,BAL,LAC,PIT,CIN,GB,KC,PHI
36,NE,BAL,MIA,KC,IND,DEN,NYJ,CHI,NYG,SEA,CAR,DAL,PIT,CIN,GB,LAC,PHI
37,NE,BAL,MIA,LAR,MIN,LAC,DEN,NYG,JAX,IND,CAR,DAL,PIT,CHI,GB,KC,PHI
38,PIT,LAC,SEA,ATL,CAR,DAL,NYJ,CHI,NYG,DEN,BAL,IND,NE,CIN,GB,KC,PHI
39,NE,IND,SEA,KC,MIN,DEN,NYJ,CHI,NYG,CAR,BAL,DAL,PIT,CIN,GB,LAC,PHI
40,NE,CHI,SEA,LAR,MIN,DEN,NYJ,LAC,NYG,IND,BAL,DAL,PIT,CIN,GB,KC,PHI
41,PIT,CHI,MIA,LAR,IND,DEN,NYJ,NYG,JAX,SEA,CAR,MIN,NE,CIN,BAL,LAC,PHI
42,PIT,SEA,MIA,ATL,MIN,DEN,IND,CHI,JAX,CAR,KC,DAL,NE,CIN,GB,LAC,PHI
43,NE,CHI,MIA,ATL,MIN,DAL,DEN,LAC,NYG,IND,BAL,NYJ,PIT,CIN,GB,KC,PHI
44,PIT,LAC,SEA,LAR,CHI,DAL,IND,NYG,JAX,CAR,BAL,NYJ,NE,CIN,GB,KC,PHI
45,PIT,SEA,MIA,LAR,NE,DEN,IND,LAC,JAX,CAR,BAL,MIN,CHI,CIN,GB,KC,NYJ
46,NE,SEA,MIA,LAR,CHI,DEN,NYJ,NYG,JAX,CAR,KC,DAL,PIT,CIN,BAL,LAC,IND
47,PIT,SEA,MIA,KC,NE,DEN,NYJ,NYG,JAX,IND,CAR,DAL,CHI,CIN,BAL,LAC,PHI
48,PIT,IND,MIA,ATL,CHI,DAL,NYJ,LAC,SEA,DEN,CAR,MIN,NE,CIN,BAL,KC,PHI
49,PIT,IND,SEA,ATL,CHI,DAL,NYJ,LAC,NYG,DEN,CAR,MIN,NE,CIN,GB,KC,PHI
50,PIT,LAC,SEA,ATL,CAR,DEN,NYJ,CHI,NYG,IND,BAL,DAL,NE,CIN,GB,KC,PHI
51,NE,LAC,MIA,LAR,IND,DEN,NYJ,CHI,NYG,SEA,BAL,MIN,PIT,CIN,GB,KC,PHI
52,PIT,BAL,MIA,LAR,IND,DEN,NYJ,NYG,SEA,CAR,KC,DAL,NE,CHI,GB,LAC,PHI
53,PIT,IND,SEA,ATL,MIN,DAL,DEN,CHI,NYG,CAR,BAL,NYJ,NE,CIN,GB,LAC,PHI
54,PIT,IND,SEA,ATL,CHI,DEN,NYJ,LAC,NYG,CAR,BAL,DAL,NE,CIN,GB,KC,PHI
55,PIT,CHI,SEA,LAR,MIN,LAC,DEN,NYG,JAX,CAR,BAL,IND,NE,CIN,GB,KC,PHI
56,NE,IND,MIA,ATL,CAR,LAC,NYJ,CHI,JAX,DEN,BAL,DAL,PIT,CIN,GB,KC,PHI
57,NE,SEA,MIA,LAR,IND,DAL,DEN,LAC,NYG,CAR,BAL,MIN,PIT,CHI,GB,KC,PHI
58,PIT,LAC,SEA,LAR,CAR,DEN,NYJ,CHI,NYG,IND,BAL,DAL,NE,CIN,GB,KC,PHI
59,PIT,CIN,MIA,ATL,MIN,DAL,DEN,NYG,JAX,IND,KC,SEA,NE,CHI,GB,LAC,PHI
60,NE,LAC,MIA,ATL,CAR,CHI,NYJ,NYG,JAX,DEN,BAL,SEA,PIT,CIN,GB,KC,IND
61,PIT,CHI,SEA,ATL,CAR,DAL,DEN,NYG,JAX,IND,KC,NYJ,NE,CIN,BAL,LAC,PHI
62,PIT,SEA,MIA,ATL,IND,DAL,DEN,NYG,LAC,CAR,BAL,MIN,CHI,CIN,GB,KC,PHI
63,NE,CHI,MIA,LAR,IND,DEN,NYJ,NYG,JAX,SEA,KC,MIN,PIT,CIN,GB,LAC,PHI
64,PIT,IND,MIA,ATL,CHI,DEN,NYJ,NYG,JAX,CAR,KC,SEA,NE,CIN,GB,LAC,BAL
65,NE,LAC,MIA,ATL,IND,DAL,DEN,NYG,SEA,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
66,NE,IND,MIA,LAR,MIN,DEN,NYJ,NYG,LAC,SEA,CAR,DAL,CHI,PIT,GB,KC,PHI
67,NE,SEA,MIA,ATL,IND,DEN,NYJ,NYG,JAX,CAR,KC,DAL,PIT,CHI,BAL,LAC,PHI
68,PIT,IND,MIA,ATL,CHI,DEN,NYJ,LAC,NYG,CAR,BAL,DAL,NE,CIN,GB,KC,PHI
69,PIT,SEA,MIA,LAR,CHI,DAL,NYJ,LAC,JAX,IND,BAL,MIN,NE,CIN,GB,KC,PHI
70,PIT,IND,SEA,LAR,CHI,DEN,NYJ,LAC,NYG,CAR,BAL,DAL,NE,CIN,GB,KC,PHI
71,NE,CIN,MIA,LAR,IND,DAL,DEN,LAC,JAX,SEA,CAR,NYJ,CHI,PIT,BAL,KC,PHI
72,PIT,CHI,MIA,LAR,IND,DAL,DEN,NYG,JAX,SEA,BAL,MIN,NE,CIN,GB,KC,NYJ
73,NE,LAC,MIA,LAR,CHI,DEN,IND,NYG,SEA,CAR,BAL,DAL,PIT,CIN,GB,KC,NYJ
74,NE,CHI,MIA,ATL,CAR,LAC,NYJ,NYG,SEA,IND,BAL,DAL,PIT,CIN,GB,KC,PHI
75,PIT,IND,MIA,LAR,CAR,LAC,NYJ,CHI,JAX,DEN,BAL,DAL,NE,CIN,GB,KC,PHI
76,NE,LAC,SEA,LAR,IND,CHI,NYJ,NYG,JAX,DEN,BAL,DAL,PIT,CIN,GB,KC,PHI
77,NE,IND,SEA,ATL,CAR,DAL,NYJ,LAC,NYG,DEN,BAL,MIN,PIT,CIN,GB,KC,PHI
78,NE,LAC,SEA,ATL,IND,CHI,DEN,NYG,JAX,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
79,PIT,BAL,MIA,LAR,IND,DAL,NYJ,CHI,JAX,SEA,CAR,LAC,NE,CIN,GB,KC,PHI
80,PIT,LAC,MIA,ATL,CHI,DAL,IND,NYG,SEA,DEN,CAR,MIN,NE,CIN,GB,KC,NYJ
81,PIT,SEA,MIA,LAR,IND,DAL,NYJ,CHI,JAX,DEN,CAR,MIN,NE,CIN,BAL,KC,LAC
82,NE,LAC,MIA,ATL,MIN,DEN,IND,NYG,JAX,SEA,CAR,NYJ,PIT,CIN,GB,CHI,BAL
83,NE,IND,SEA,ATL,CAR,DAL,NYJ,NYG,JAX,DEN,BAL,MIN,CHI,CIN,LAC,KC,PHI
84,PIT,CHI,MIA,ATL,CAR,LAC,NYJ,NYG,SEA,DEN,BAL,IND,NE,CIN,GB,KC,PHI
85,PIT,LAC,MIA,ATL,MIN,CHI,IND,NYG,JAX,CAR,BAL,DAL,NE,CIN,GB,KC,PHI
86,PIT,LAC,SEA,ATL,IND,DAL,DEN,NYG,JAX,CAR,BAL,NYJ,CHI,CIN,GB,KC,PHI
