,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,PIT,CHI,SEA,ATL,CAR,DEN,NYJ,LAC,JAX,IND,BAL,MIN,NE,CIN,GB,KC,PHI
1,PIT,BAL,MIA,ATL,MIN,DEN,NYJ,CHI,SEA,CAR,KC,IND,NE,CIN,GB,LAC,PHI
2,NE,CHI,MIA,LAR,CAR,DAL,NYJ,NYG,JAX,IND,BAL,LAC,PIT,CIN,GB,KC,PHI
3,NE,LAC,MIA,ATL,CAR,CHI,DEN,NYG,JAX,IND,BAL,NYJ,PIT,CIN,GB,KC,PHI
4,NE,SEA,MIA,ATL,CAR,CHI,IND,LAC,JAX,DEN,BAL,DAL,PIT,CIN,GB,KC,PHI
5,NE,LAC,SEA,LAR,IND,DAL,DEN,NYG,JAX,CAR,BAL,NYJ,PIT,CHI,GB,KC,PHI
6,PIT,LAC,MIA,ATL,IND,DAL,NYJ,CHI,SEA,DEN,BAL,MIN,NE,CIN,GB,KC,PHI
7,PIT,SEA,MIA,ATL,CHI,LAC,NYJ,NYG,JAX,CAR,BAL,DAL,NE,CIN,GB,KC,IND
8,PIT,LAC,SEA,LAR,IND,CHI,DEN,NYG,JAX,CAR,BAL,NYJ,NE,CIN,GB,KC,PHI
9,NE,CIN,SEA,ATL,CAR,DEN,NYJ,LAC,JAX,IND,BAL,DAL,CHI,PIT,GB,KC,PHI
10,PIT,SEA,MIA,LAR,CHI,DEN,NYJ,NYG,JAX,CAR,KC,IND,NE,CIN,BAL,LAC,PHI
11,PIT,IND,SEA,ATL,CAR,DAL,NYJ,LAC,JAX,DEN,BAL,MIN,CHI,CIN,GB,KC,PHI
12,NE,IND,MIA,LAR,CAR,LAC,NYJ,NYG,SEA,DEN,BAL,MIN,PIT,CHI,GB,KC,PHI
13,PIT,CIN,SEA,KC,CAR,DEN,NYJ,NYG,JAX,IND,BAL,MIN,NE,CHI,GB,LAC,PHI
14,NE,BAL,SEA,ATL,MIN,DAL,NYJ,LAC,NYG,DEN,CAR,IND,PIT,CHI,GB,KC,PHI
15,NE,CHI,SEA,ATL,CAR,DEN,NYJ,LAC,JAX,IND,BAL,MIN,PIT,CIN,GB,KC,PHI
16,NE,SEA,MIA,ATL,CHI,LAC,IND,NYG,JAX,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
17,NE,CHI,MIA,ATL,CAR,DEN,IND,LAC,NYG,SEA,BAL,DAL,PIT,CIN,GB,KC,NYJ
18,NE,SEA,MIA,ATL,CAR,DAL,IND,NYG,LAC,DEN,BAL,NYJ,PIT,CHI,GB,KC,PHI
19,PIT,CHI,MIA,ATL,CAR,DEN,IND,NYG,LAC,SEA,BAL,DAL,NE,CIN,GB,KC,NYJ
20,NE,IND,MIA,ATL,CHI,DAL,NYJ,LAC,NYG,DEN,CAR,MIN,PIT,CIN,GB,KC,BAL
21,NE,SEA,MIA,LAR,IND,DEN,NYJ,LAC,JAX,CAR,BAL,MIN,CHI,CIN,GB,KC,PHI
22,NE,IND,SEA,ATL,MIN,DAL,NYJ,CHI,JAX,CAR,BAL,LAC,PIT,CIN,GB,KC,PHI
23,PIT,SEA,MIA,ATL,CAR,DEN,NYJ,CHI,JAX,IND,BAL,LAC,NE,CIN,GB,KC,PHI
24,NE,IND,SEA,LAR,CHI,DAL,DEN,NYG,LAC,CAR,BAL,NYJ,PIT,CIN,GB,KC,PHI
